Observation ID,Source Record ID,Source,Source Class,Observation Level,Name,Operator,Owner,Developer,Occupant,Address,City,State,County,ZIP Code,Latitude,Longitude,Location Precision,Purpose,Status,Status Detail,Status Date,Expected Service Date,Square Feet,Facility Count,Building Count,Property Size Acres,Project Cost,Raw Capacity Text,Published Capacity Estimate Low MW,Published Capacity Estimate MW,Published Capacity Estimate High MW,Capacity Estimate Basis,Planned Data Center Capacity MW,Contracted Utility Capacity MW,Energized Capacity MW,Annual Electricity Consumption MWh,Planned Onsite Generation MW,Power Source,Dedicated Power Plant,Generator Count,Utility,Balancing Authority,Watershed,Water Withdrawal Gallons/Year,Water Consumption Gallons/Year,Site WUE L/kWh,Cooling System,Water Source,Water Permit or Utility Record,Reclaimed Water Use,Water Evidence Scope,Water Evidence Grade,Water Evidence Type,Water Evidence Source,Water Evidence URL,Water Evidence Date,Community Response,Evidence Grade,Evidence Type,Inventory Confidence,Source URL,Upstream Source URL,Source Date,Source Updated Date,Notes,Resolution Reason
im3:901ff65b07b88466,im3-source:901ff65b07b88466,IM3 Open Source Data Center Atlas / OpenStreetMap,Observed footprint,building,165 Halsey / Equinix NY1 / Databank EWR1,Tishman,,,,,,NJ,Essex County,,40.736725747327384,-74.17392520713099,Mapped centroid,,Observed footprint,,,,89363.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,Open geospatial inventory,mapped building,https://doi.org/10.57931/3017294,https://www.openstreetmap.org,,,IM3 geospatial observation. Identity grain is preserved by Observation Level.,Insufficient evidence to establish or attach a distinct campus
im3:908c695e67cc0239,im3-source:908c695e67cc0239,IM3 Open Source Data Center Atlas / OpenStreetMap,Observed footprint,building,STACK Chicago CHI01,Stack Infrastructure,,,,,,IL,Cook County,,42.00684386697901,-87.96519018686881,Mapped centroid,,Observed footprint,,,,298471.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,Open geospatial inventory,mapped building,https://doi.org/10.57931/3017294,https://www.openstreetmap.org,,,IM3 geospatial observation. Identity grain is preserved by Observation Level.,Insufficient evidence to establish or attach a distinct campus
im3:90c416f98a223e16,im3-source:90c416f98a223e16,IM3 Open Source Data Center Atlas / OpenStreetMap,Observed footprint,building,DataBank,,,,,,,TX,Dallas County,,32.77830147586322,-96.79843729423008,Mapped centroid,,Observed footprint,,,,43564.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,Open geospatial inventory,mapped building,https://doi.org/10.57931/3017294,https://www.openstreetmap.org,,,IM3 geospatial observation. Identity grain is preserved by Observation Level.,Insufficient evidence to establish or attach a distinct campus
im3:91150aca604306c8,im3-source:91150aca604306c8,IM3 Open Source Data Center Atlas / OpenStreetMap,Observed footprint,building,Molina Healthcare,,,,,,,NM,Bernalillo County,,34.99544591929667,-106.6180344451433,Mapped centroid,,Observed footprint,,,,25568.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,Open geospatial inventory,mapped building,https://doi.org/10.57931/3017294,https://www.openstreetmap.org,,,IM3 geospatial observation. Identity grain is preserved by Observation Level.,Insufficient evidence to establish or attach a distinct campus
im3:911728ec0d182837,im3-source:911728ec0d182837,IM3 Open Source Data Center Atlas / OpenStreetMap,Observed footprint,building,Microsoft EAT03,Microsoft,,,,,,WA,Douglas County,,47.41832389915491,-120.20770997534775,Mapped centroid,,Observed footprint,,,,235418.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,Open geospatial inventory,mapped building,https://doi.org/10.57931/3017294,https://www.openstreetmap.org,,,IM3 geospatial observation. Identity grain is preserved by Observation Level.,Insufficient evidence to establish or attach a distinct campus
im3:911a5ff852a53b3b,im3-source:911a5ff852a53b3b,IM3 Open Source Data Center Atlas / OpenStreetMap,Observed footprint,building,Amazon IAD192,Amazon Web Services,,,,,,VA,Loudoun County,,38.989553545488135,-77.43480130037847,Mapped centroid,,Observed footprint,,,,132942.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,Open geospatial inventory,mapped building,https://doi.org/10.57931/3017294,https://www.openstreetmap.org,,,IM3 geospatial observation. Identity grain is preserved by Observation Level.,Insufficient evidence to establish or attach a distinct campus
im3:911bd905fb016d66,im3-source:911bd905fb016d66,IM3 Open Source Data Center Atlas / OpenStreetMap,Observed footprint,building,Switch Las Vegas 10,,,,,,,NV,Clark County,,36.05558582417979,-115.2230609064556,Mapped centroid,,Observed footprint,,,,206411.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,Open geospatial inventory,mapped building,https://doi.org/10.57931/3017294,https://www.openstreetmap.org,,,IM3 geospatial observation. Identity grain is preserved by Observation Level.,Insufficient evidence to establish or attach a distinct campus
im3:9125731ec51564bc,im3-source:9125731ec51564bc,IM3 Open Source Data Center Atlas / OpenStreetMap,Observed footprint,building,Amazon IAD144,Amazon Web Services,,,,,,VA,Loudoun County,,38.98164291816204,-77.4274218399425,Mapped centroid,,Observed footprint,,,,150384.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,Open geospatial inventory,mapped building,https://doi.org/10.57931/3017294,https://www.openstreetmap.org,,,IM3 geospatial observation. Identity grain is preserved by Observation Level.,Insufficient evidence to establish or attach a distinct campus
im3:918b4ca9ea8ae0fd,im3-source:918b4ca9ea8ae0fd,IM3 Open Source Data Center Atlas / OpenStreetMap,Observed footprint,building,,,,,,,,NV,Washoe County,,39.5669208408872,-119.54522686909624,Mapped centroid,,Observed footprint,,,,92133.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,Open geospatial inventory,mapped building,https://doi.org/10.57931/3017294,https://www.openstreetmap.org,,,IM3 geospatial observation. Identity grain is preserved by Observation Level.,Insufficient evidence to establish or attach a distinct campus
im3:91a3c68ed5c38c56,im3-source:91a3c68ed5c38c56,IM3 Open Source Data Center Atlas / OpenStreetMap,Observed footprint,building,SV Colo,SV Colo,,,,,,CA,Santa Clara County,,37.36431021582024,-121.95879926774865,Mapped centroid,,Observed footprint,,,,57709.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,Open geospatial inventory,mapped building,https://doi.org/10.57931/3017294,https://www.openstreetmap.org,,,IM3 geospatial observation. Identity grain is preserved by Observation Level.,Insufficient evidence to establish or attach a distinct campus
im3:91f8553197be29c8,im3-source:91f8553197be29c8,IM3 Open Source Data Center Atlas / OpenStreetMap,Observed footprint,building,Amazon IAD88,Amazon Web Services,,,,,,VA,Loudoun County,,38.990964344811886,-77.44187049572359,Mapped centroid,,Observed footprint,,,,147468.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,Open geospatial inventory,mapped building,https://doi.org/10.57931/3017294,https://www.openstreetmap.org,,,IM3 geospatial observation. Identity grain is preserved by Observation Level.,Insufficient evidence to establish or attach a distinct campus
im3:922a65dfcee31d42,im3-source:922a65dfcee31d42,IM3 Open Source Data Center Atlas / OpenStreetMap,Observed footprint,building,AZ Labs,,,,,,,AZ,Maricopa County,,33.30627197618172,-111.67170030895342,Mapped centroid,,Observed footprint,,,,31625.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,Open geospatial inventory,mapped building,https://doi.org/10.57931/3017294,https://www.openstreetmap.org,,,IM3 geospatial observation. Identity grain is preserved by Observation Level.,Insufficient evidence to establish or attach a distinct campus
im3:926277bdaa600caf,im3-source:926277bdaa600caf,IM3 Open Source Data Center Atlas / OpenStreetMap,Observed footprint,building,,,,,,,,VA,Fairfax County,,38.9231008280449,-77.42497941792881,Mapped centroid,,Observed footprint,,,,113584.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,Open geospatial inventory,mapped building,https://doi.org/10.57931/3017294,https://www.openstreetmap.org,,,IM3 geospatial observation. Identity grain is preserved by Observation Level.,Insufficient evidence to establish or attach a distinct campus
im3:9272df4ae5b7f910,im3-source:9272df4ae5b7f910,IM3 Open Source Data Center Atlas / OpenStreetMap,Observed footprint,building,,,,,,,,TX,Dallas County,,32.966253571482554,-96.71119611211458,Mapped centroid,,Observed footprint,,,,62460.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,Open geospatial inventory,mapped building,https://doi.org/10.57931/3017294,https://www.openstreetmap.org,,,IM3 geospatial observation. Identity grain is preserved by Observation Level.,Insufficient evidence to establish or attach a distinct campus
im3:92bb56cf55ecf2dc,im3-source:92bb56cf55ecf2dc,IM3 Open Source Data Center Atlas / OpenStreetMap,Observed footprint,building,Amazon IAD119,Amazon Web Services,,,,,,VA,Loudoun County,,39.016930140671114,-77.43938662133482,Mapped centroid,,Observed footprint,,,,127104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,Open geospatial inventory,mapped building,https://doi.org/10.57931/3017294,https://www.openstreetmap.org,,,IM3 geospatial observation. Identity grain is preserved by Observation Level.,Insufficient evidence to establish or attach a distinct campus
im3:92e0d414eaeb1e00,im3-source:92e0d414eaeb1e00,IM3 Open Source Data Center Atlas / OpenStreetMap,Observed footprint,building,,,,,,,,IL,Cook County,,42.02314332328065,-87.97218622177087,Mapped centroid,,Observed footprint,,,,110471.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,Open geospatial inventory,mapped building,https://doi.org/10.57931/3017294,https://www.openstreetmap.org,,,IM3 geospatial observation. Identity grain is preserved by Observation Level.,Insufficient evidence to establish or attach a distinct campus
im3:934455645dc38220,im3-source:934455645dc38220,IM3 Open Source Data Center Atlas / OpenStreetMap,Observed footprint,building,Amazon IAD145,Amazon Web Services,,,,,,VA,Loudoun County,,38.98255213081316,-77.42462549082896,Mapped centroid,,Observed footprint,,,,103663.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,Open geospatial inventory,mapped building,https://doi.org/10.57931/3017294,https://www.openstreetmap.org,,,IM3 geospatial observation. Identity grain is preserved by Observation Level.,Insufficient evidence to establish or attach a distinct campus
im3:934ce865e37fa49e,im3-source:934ce865e37fa49e,IM3 Open Source Data Center Atlas / OpenStreetMap,Observed footprint,building,Intergate Columbia A,Sabey Data Centers,,,,,,WA,Douglas County,,47.40871426005734,-120.18929355569696,Mapped centroid,,Observed footprint,,,,262378.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,Open geospatial inventory,mapped building,https://doi.org/10.57931/3017294,https://www.openstreetmap.org,,,IM3 geospatial observation. Identity grain is preserved by Observation Level.,Insufficient evidence to establish or attach a distinct campus
im3:9355916d6180ffb5,im3-source:9355916d6180ffb5,IM3 Open Source Data Center Atlas / OpenStreetMap,Observed footprint,building,,,,,,,,OK,Tulsa County,,36.081251440435906,-95.85414917053645,Mapped centroid,,Observed footprint,,,,8589.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,Open geospatial inventory,mapped building,https://doi.org/10.57931/3017294,https://www.openstreetmap.org,,,IM3 geospatial observation. Identity grain is preserved by Observation Level.,Insufficient evidence to establish or attach a distinct campus
im3:93dfd2005053e776,im3-source:93dfd2005053e776,IM3 Open Source Data Center Atlas / OpenStreetMap,Observed footprint,building,CoreSite Chicago Data Center (CH2),CoreSite,,,,,,IL,Cook County,,41.86279831208133,-87.64130393630988,Mapped centroid,,Observed footprint,,,,61773.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,Open geospatial inventory,mapped building,https://doi.org/10.57931/3017294,https://www.openstreetmap.org,,,IM3 geospatial observation. Identity grain is preserved by Observation Level.,Insufficient evidence to establish or attach a distinct campus
im3:93efcf11121d56ae,im3-source:93efcf11121d56ae,IM3 Open Source Data Center Atlas / OpenStreetMap,Observed footprint,building,Amazon PDX93,Amazon Web Services,,,,,,OR,Morrow County,,45.83654227769138,-119.68986642750532,Mapped centroid,,Observed footprint,,,,213828.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,Open geospatial inventory,mapped building,https://doi.org/10.57931/3017294,https://www.openstreetmap.org,,,IM3 geospatial observation. Identity grain is preserved by Observation Level.,Insufficient evidence to establish or attach a distinct campus
im3:93f372e2e97d18ec,im3-source:93f372e2e97d18ec,IM3 Open Source Data Center Atlas / OpenStreetMap,Observed footprint,building,PG&E Datacenter,,,,,,,CA,Solano County,,38.24625878202741,-122.06720998654048,Mapped centroid,,Observed footprint,,,,55270.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,Open geospatial inventory,mapped building,https://doi.org/10.57931/3017294,https://www.openstreetmap.org,,,IM3 geospatial observation. Identity grain is preserved by Observation Level.,Insufficient evidence to establish or attach a distinct campus
im3:941c859b39045dcf,im3-source:941c859b39045dcf,IM3 Open Source Data Center Atlas / OpenStreetMap,Observed footprint,building,EAT14,,,,,,,WA,Chelan County,,47.35949689999999,-120.16009074999997,Mapped centroid,,Observed footprint,,,,241836.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,Open geospatial inventory,mapped building,https://doi.org/10.57931/3017294,https://www.openstreetmap.org,,,IM3 geospatial observation. Identity grain is preserved by Observation Level.,Insufficient evidence to establish or attach a distinct campus
im3:94206733aad5ea95,im3-source:94206733aad5ea95,IM3 Open Source Data Center Atlas / OpenStreetMap,Observed footprint,building,Centeris SH2 Build-to-Suit,,,,,,,WA,Pierce County,,47.15884380655194,-122.27986153647718,Mapped centroid,,Observed footprint,,,,93539.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,Open geospatial inventory,mapped building,https://doi.org/10.57931/3017294,https://www.openstreetmap.org,,,IM3 geospatial observation. Identity grain is preserved by Observation Level.,Insufficient evidence to establish or attach a distinct campus
im3:953d29fa01247141,im3-source:953d29fa01247141,IM3 Open Source Data Center Atlas / OpenStreetMap,Observed footprint,building,CyrusOne PHX6,CyrusOne,,,,,,AZ,Maricopa County,,33.26757617676946,-111.8825318223818,Mapped centroid,,Observed footprint,,,,98354.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,Open geospatial inventory,mapped building,https://doi.org/10.57931/3017294,https://www.openstreetmap.org,,,IM3 geospatial observation. Identity grain is preserved by Observation Level.,Insufficient evidence to establish or attach a distinct campus
im3:95498240b0a879ab,im3-source:95498240b0a879ab,IM3 Open Source Data Center Atlas / OpenStreetMap,Observed footprint,building,Amazon IAD22,,,,,,,VA,Fairfax County,,38.89790175485883,-77.4551018400219,Mapped centroid,,Observed footprint,,,,30140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,Open geospatial inventory,mapped building,https://doi.org/10.57931/3017294,https://www.openstreetmap.org,,,IM3 geospatial observation. Identity grain is preserved by Observation Level.,Insufficient evidence to establish or attach a distinct campus
im3:9575b92dd25700e4,im3-source:9575b92dd25700e4,IM3 Open Source Data Center Atlas / OpenStreetMap,Observed footprint,building,IU Data Center,Indiana University,,,,,,IN,Monroe County,,39.17441904115309,-86.50070264597521,Mapped centroid,,Observed footprint,,,,94298.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,Open geospatial inventory,mapped building,https://doi.org/10.57931/3017294,https://www.openstreetmap.org,,,IM3 geospatial observation. Identity grain is preserved by Observation Level.,Insufficient evidence to establish or attach a distinct campus
im3:95fb8787c42c73cd,im3-source:95fb8787c42c73cd,IM3 Open Source Data Center Atlas / OpenStreetMap,Observed footprint,building,33 Thomas Street,,,,,,,NY,New York County,,40.71652498175609,-74.00591306134635,Mapped centroid,,Observed footprint,,,,30791.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,Open geospatial inventory,mapped building,https://doi.org/10.57931/3017294,https://www.openstreetmap.org,,,IM3 geospatial observation. Identity grain is preserved by Observation Level.,Insufficient evidence to establish or attach a distinct campus
im3:961fbab7ecd7a80f,im3-source:961fbab7ecd7a80f,IM3 Open Source Data Center Atlas / OpenStreetMap,Observed footprint,site_point,Center for Computation & Technology (CCT),,,,,,,LA,East Baton Rouge Parish,,30.407446,-91.1725454,Mapped centroid,,Observed footprint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,Open geospatial inventory,mapped point,https://doi.org/10.57931/3017294,https://www.openstreetmap.org,,,IM3 geospatial observation. Identity grain is preserved by Observation Level.,Insufficient evidence to establish or attach a distinct campus
im3:962c74d0f8bb97e3,im3-source:962c74d0f8bb97e3,IM3 Open Source Data Center Atlas / OpenStreetMap,Observed footprint,building,Tierpoint Dallas-Allen,,,,,,,TX,Collin County,,33.13793422327514,-96.65737558938751,Mapped centroid,,Observed footprint,,,,30651.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,Open geospatial inventory,mapped building,https://doi.org/10.57931/3017294,https://www.openstreetmap.org,,,IM3 geospatial observation. Identity grain is preserved by Observation Level.,Insufficient evidence to establish or attach a distinct campus
im3:963329a21ff19b19,im3-source:963329a21ff19b19,IM3 Open Source Data Center Atlas / OpenStreetMap,Observed footprint,building,AT&T,,,,,,,CA,Los Angeles County,,34.57998399265728,-118.11402444850258,Mapped centroid,,Observed footprint,,,,17388.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,Open geospatial inventory,mapped building,https://doi.org/10.57931/3017294,https://www.openstreetmap.org,,,IM3 geospatial observation. Identity grain is preserved by Observation Level.,Insufficient evidence to establish or attach a distinct campus
im3:96337c01e6482cc9,im3-source:96337c01e6482cc9,IM3 Open Source Data Center Atlas / OpenStreetMap,Observed footprint,building,,,,,,,,OR,Umatilla County,,45.9158356,-119.26771695,Mapped centroid,,Observed footprint,,,,2605.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,Open geospatial inventory,mapped building,https://doi.org/10.57931/3017294,https://www.openstreetmap.org,,,IM3 geospatial observation. Identity grain is preserved by Observation Level.,Insufficient evidence to establish or attach a distinct campus
im3:9636235cba40fd0e,im3-source:9636235cba40fd0e,IM3 Open Source Data Center Atlas / OpenStreetMap,Observed footprint,building,,DirecTV,,,,,,AZ,Pima County,,32.09270648301032,-110.7874236597228,Mapped centroid,,Observed footprint,,,,14373.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,Open geospatial inventory,mapped building,https://doi.org/10.57931/3017294,https://www.openstreetmap.org,,,IM3 geospatial observation. Identity grain is preserved by Observation Level.,Insufficient evidence to establish or attach a distinct campus
im3:9679a14ebef22e35,im3-source:9679a14ebef22e35,IM3 Open Source Data Center Atlas / OpenStreetMap,Observed footprint,building,,,,,,,,OR,Crook County,,44.29909532788997,-120.87943460169969,Mapped centroid,,Observed footprint,,,,630160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,Open geospatial inventory,mapped building,https://doi.org/10.57931/3017294,https://www.openstreetmap.org,,,IM3 geospatial observation. Identity grain is preserved by Observation Level.,Insufficient evidence to establish or attach a distinct campus
im3:96908e7c5a585599,im3-source:96908e7c5a585599,IM3 Open Source Data Center Atlas / OpenStreetMap,Observed footprint,site_point,Accelera Data Systems,,,,,,,AZ,Maricopa County,,33.664745499999945,-112.1117142,Mapped centroid,,Observed footprint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,Open geospatial inventory,mapped point,https://doi.org/10.57931/3017294,https://www.openstreetmap.org,,,IM3 geospatial observation. Identity grain is preserved by Observation Level.,Insufficient evidence to establish or attach a distinct campus
im3:96b482640a55cdf4,im3-source:96b482640a55cdf4,IM3 Open Source Data Center Atlas / OpenStreetMap,Observed footprint,building,Amazon PDX80,Amazon Web Services,,,,,,OR,Umatilla County,,45.797808777628646,-119.36661621790071,Mapped centroid,,Observed footprint,,,,215703.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,Open geospatial inventory,mapped building,https://doi.org/10.57931/3017294,https://www.openstreetmap.org,,,IM3 geospatial observation. Identity grain is preserved by Observation Level.,Insufficient evidence to establish or attach a distinct campus
im3:972581880831ea08,im3-source:972581880831ea08,IM3 Open Source Data Center Atlas / OpenStreetMap,Observed footprint,building,Amazon IAD81,Amazon Web Services,,,,,,VA,Loudoun County,,38.948385826741976,-77.52183103317279,Mapped centroid,,Observed footprint,,,,184907.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,Open geospatial inventory,mapped building,https://doi.org/10.57931/3017294,https://www.openstreetmap.org,,,IM3 geospatial observation. Identity grain is preserved by Observation Level.,Insufficient evidence to establish or attach a distinct campus
im3:97f55f9576a53b9a,im3-source:97f55f9576a53b9a,IM3 Open Source Data Center Atlas / OpenStreetMap,Observed footprint,building,Equinix NY3,Equinix,,,,,,NJ,Hudson County,,40.77485223268518,-74.06889004630656,Mapped centroid,,Observed footprint,,,,274326.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,Open geospatial inventory,mapped building,https://doi.org/10.57931/3017294,https://www.openstreetmap.org,,,IM3 geospatial observation. Identity grain is preserved by Observation Level.,Insufficient evidence to establish or attach a distinct campus
im3:984e28d0e1324f5d,im3-source:984e28d0e1324f5d,IM3 Open Source Data Center Atlas / OpenStreetMap,Observed footprint,building,,,,,,,,IL,Madison County,,38.81056014128045,-89.94870327621571,Mapped centroid,,Observed footprint,,,,204.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,Open geospatial inventory,mapped building,https://doi.org/10.57931/3017294,https://www.openstreetmap.org,,,IM3 geospatial observation. Identity grain is preserved by Observation Level.,Insufficient evidence to establish or attach a distinct campus
im3:98c34f2da509152a,im3-source:98c34f2da509152a,IM3 Open Source Data Center Atlas / OpenStreetMap,Observed footprint,building,PTC,Stayton Cooperative Telephone Company,,,,,,OR,Linn County,,44.775218793371785,-122.61593123751062,Mapped centroid,,Observed footprint,,,,2521.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,Open geospatial inventory,mapped building,https://doi.org/10.57931/3017294,https://www.openstreetmap.org,,,IM3 geospatial observation. Identity grain is preserved by Observation Level.,Insufficient evidence to establish or attach a distinct campus
im3:990c755d9da15c7f,im3-source:990c755d9da15c7f,IM3 Open Source Data Center Atlas / OpenStreetMap,Observed footprint,building,Centersquare Lisle ORD4 Data Center,Centersquare,,,,,,IL,DuPage County,,41.802340625453176,-88.09488558900743,Mapped centroid,,Observed footprint,,,,361205.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,Open geospatial inventory,mapped building,https://doi.org/10.57931/3017294,https://www.openstreetmap.org,,,IM3 geospatial observation. Identity grain is preserved by Observation Level.,Insufficient evidence to establish or attach a distinct campus
im3:9921db82f070dddb,im3-source:9921db82f070dddb,IM3 Open Source Data Center Atlas / OpenStreetMap,Observed footprint,building,,,,,,,,TX,Bexar County,,29.449680284456736,-98.71438661885,Mapped centroid,,Observed footprint,,,,154443.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,Open geospatial inventory,mapped building,https://doi.org/10.57931/3017294,https://www.openstreetmap.org,,,IM3 geospatial observation. Identity grain is preserved by Observation Level.,Insufficient evidence to establish or attach a distinct campus
im3:998f79897a785715,im3-source:998f79897a785715,IM3 Open Source Data Center Atlas / OpenStreetMap,Observed footprint,building,,,,,,,,VA,Loudoun County,,39.051020518856305,-77.534749099506,Mapped centroid,,Observed footprint,,,,303500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,Open geospatial inventory,mapped building,https://doi.org/10.57931/3017294,https://www.openstreetmap.org,,,IM3 geospatial observation. Identity grain is preserved by Observation Level.,Insufficient evidence to establish or attach a distinct campus
im3:99c77751e129e9d2,im3-source:99c77751e129e9d2,IM3 Open Source Data Center Atlas / OpenStreetMap,Observed footprint,building,Mapletree Industrial,,,,,,,GA,Fulton County,,34.09658361286711,-84.23739137073814,Mapped centroid,,Observed footprint,,,,116842.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,Open geospatial inventory,mapped building,https://doi.org/10.57931/3017294,https://www.openstreetmap.org,,,IM3 geospatial observation. Identity grain is preserved by Observation Level.,Insufficient evidence to establish or attach a distinct campus
im3:99ffe055345430a8,im3-source:99ffe055345430a8,IM3 Open Source Data Center Atlas / OpenStreetMap,Observed footprint,building,Flexential Portland - Hillsboro 2,Flexential,,,,,,OR,Washington County,,45.558285524815446,-122.91709178443574,Mapped centroid,,Observed footprint,,,,214259.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,Open geospatial inventory,mapped building,https://doi.org/10.57931/3017294,https://www.openstreetmap.org,,,IM3 geospatial observation. Identity grain is preserved by Observation Level.,Insufficient evidence to establish or attach a distinct campus
im3:9ade6ff4ff657ab6,im3-source:9ade6ff4ff657ab6,IM3 Open Source Data Center Atlas / OpenStreetMap,Observed footprint,building,,DirecTV,,,,,,AZ,Cochise County,,31.97267475000002,-110.3047517,Mapped centroid,,Observed footprint,,,,7539.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,Open geospatial inventory,mapped building,https://doi.org/10.57931/3017294,https://www.openstreetmap.org,,,IM3 geospatial observation. Identity grain is preserved by Observation Level.,Insufficient evidence to establish or attach a distinct campus
im3:9ae766f87e3a62bb,im3-source:9ae766f87e3a62bb,IM3 Open Source Data Center Atlas / OpenStreetMap,Observed footprint,building,,,,,,,,OK,Muskogee County,,35.56813484886287,-95.51241664415711,Mapped centroid,,Observed footprint,,,,112466.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,Open geospatial inventory,mapped building,https://doi.org/10.57931/3017294,https://www.openstreetmap.org,,,IM3 geospatial observation. Identity grain is preserved by Observation Level.,Insufficient evidence to establish or attach a distinct campus
im3:9aff55dec0c630fd,im3-source:9aff55dec0c630fd,IM3 Open Source Data Center Atlas / OpenStreetMap,Observed footprint,building,Intergate Seattle West Building B,Sabey,,,,,,WA,King County,,47.49307629066393,-122.29368392415316,Mapped centroid,,Observed footprint,,,,19140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,Open geospatial inventory,mapped building,https://doi.org/10.57931/3017294,https://www.openstreetmap.org,,,IM3 geospatial observation. Identity grain is preserved by Observation Level.,Insufficient evidence to establish or attach a distinct campus
im3:9b33e88063b01ba5,im3-source:9b33e88063b01ba5,IM3 Open Source Data Center Atlas / OpenStreetMap,Observed footprint,building,TikTok Data Center,True North Data Solutions,,,,,,VA,Loudoun County,,39.044246922118255,-77.5379975659551,Mapped centroid,,Observed footprint,,,,169768.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,Open geospatial inventory,mapped building,https://doi.org/10.57931/3017294,https://www.openstreetmap.org,,,IM3 geospatial observation. Identity grain is preserved by Observation Level.,Insufficient evidence to establish or attach a distinct campus
im3:9b72497301d3eb8d,im3-source:9b72497301d3eb8d,IM3 Open Source Data Center Atlas / OpenStreetMap,Observed footprint,building,,,,,,,,AZ,Maricopa County,,33.353230149555465,-111.67808965615372,Mapped centroid,,Observed footprint,,,,241211.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,Open geospatial inventory,mapped building,https://doi.org/10.57931/3017294,https://www.openstreetmap.org,,,IM3 geospatial observation. Identity grain is preserved by Observation Level.,Insufficient evidence to establish or attach a distinct campus
im3:9b79d4f85e3ba248,im3-source:9b79d4f85e3ba248,IM3 Open Source Data Center Atlas / OpenStreetMap,Observed footprint,building,Intergate Seattle East Building 1,Sabey,,,,,,WA,King County,,47.494859625594295,-122.2881943420732,Mapped centroid,,Observed footprint,,,,97862.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,Open geospatial inventory,mapped building,https://doi.org/10.57931/3017294,https://www.openstreetmap.org,,,IM3 geospatial observation. Identity grain is preserved by Observation Level.,Insufficient evidence to establish or attach a distinct campus
