q_id,q_status,q_date,prop_date,ia_date,IA_phase_clean,county,state,region,project_name,utility,entity,developer,service,project_type,type_1,type_2,type_3,type_clean,Technology Group,mw_1,mw_2,mw_3,Generation MW,Storage MW,Queue MW,Queue Accounting,q_year,prop_year
G0516,active,2015-10-20 00:00:00,2016-10-01 00:00:00,,In Progress (unknown study),Sherman,OR,West,,,BPA,,ERIS,Generation,Solar,,,Solar,Solar,20.0,,,20.0,,20.0,Submitted components; hybrid-storage imputation excluded,2015.0,2016.0
G0517,active,2015-11-13 00:00:00,2018-07-01 00:00:00,,Facility Study,Morrow,OR,West,,,BPA,,NRIS/ERIS,Generation,Solar,,,Solar,Solar,76.0,,,76.0,,76.0,Submitted components; hybrid-storage imputation excluded,2015.0,2018.0
G0523,active,2016-01-07 00:00:00,2018-12-31 00:00:00,,In Progress (unknown study),Wasco,OR,West,,,BPA,,ERIS,Generation,Solar,,,Solar,Solar,13.0,,,13.0,,13.0,Submitted components; hybrid-storage imputation excluded,2016.0,2018.0
G0524,active,2016-01-07 00:00:00,2018-12-31 00:00:00,,In Progress (unknown study),Wasco,OR,West,,,BPA,,ERIS,Generation,Solar,,,Solar,Solar,20.0,,,20.0,,20.0,Submitted components; hybrid-storage imputation excluded,2016.0,2018.0
G0527,active,2016-02-04 00:00:00,2019-04-01 00:00:00,,Facility Study,Lake,OR,West,,,BPA,,NRIS/ERIS,Generation,Solar,,,Solar,Solar,105.0,,,105.0,,105.0,Submitted components; hybrid-storage imputation excluded,2016.0,2019.0
G0532,active,2016-03-18 00:00:00,2017-06-30 00:00:00,,Facility Study,Morrow,OR,West,,,BPA,,NRIS/ERIS,Generation,Solar,,,Solar,Solar,100.0,,,100.0,,100.0,Submitted components; hybrid-storage imputation excluded,2016.0,2017.0
G0535,active,2016-05-05 00:00:00,2031-07-25 00:00:00,,Facility Study,Walla Walla,WA,West,,,BPA,,ERIS,Generation,Hydro,,,Hydro,Hydro,210.0,,,210.0,,210.0,Submitted components; hybrid-storage imputation excluded,2016.0,2031.0
G0537,active,2016-05-12 00:00:00,2019-04-01 00:00:00,,In Progress (unknown study),Harney,OR,West,,,BPA,,ERIS,Generation,Solar,,,Solar,Solar,20.0,,,20.0,,20.0,Submitted components; hybrid-storage imputation excluded,2016.0,2019.0
G0539,active,2016-05-16 00:00:00,2022-03-31 00:00:00,,IA Executed,Deschutes,OR,West,,,BPA,,NRIS,Generation,Solar,,,Solar,Solar,600.0,,,600.0,,600.0,Submitted components; hybrid-storage imputation excluded,2016.0,2022.0
G0558,active,2017-02-21 00:00:00,2019-12-01 00:00:00,,Facility Study,Benton,WA,West,,,BPA,,NRIS/ERIS,Generation,Wind,,,Wind,Wind,500.0,,,500.0,,500.0,Submitted components; hybrid-storage imputation excluded,2017.0,2019.0
G0559,active,2017-03-01 00:00:00,2019-12-01 00:00:00,,Facility Study,Benton,WA,West,,,BPA,,NRIS/ERIS,Generation,Wind,,,Wind,Wind,250.0,,,250.0,,250.0,Submitted components; hybrid-storage imputation excluded,2017.0,2019.0
G0566,active,2017-06-05 00:00:00,2022-09-30 00:00:00,,Facility Study,Lincoln,MT,West,,,BPA,,NRIS,Generation,Hydro,,,Hydro,Hydro,646.0,,,646.0,,646.0,Submitted components; hybrid-storage imputation excluded,2017.0,2022.0
G0570,active,2017-07-31 00:00:00,2019-06-01 00:00:00,,In Progress (unknown study),Lake,OR,West,,,BPA,,ERIS,Generation,Solar,,,Solar,Solar,20.0,,,20.0,,20.0,Submitted components; hybrid-storage imputation excluded,2017.0,2019.0
G0571,active,2017-07-31 00:00:00,2019-06-01 00:00:00,,In Progress (unknown study),Lake,OR,West,,,BPA,,ERIS,Generation,Solar,,,Solar,Solar,20.0,,,20.0,,20.0,Submitted components; hybrid-storage imputation excluded,2017.0,2019.0
G0572,active,2017-07-31 00:00:00,2019-06-01 00:00:00,,In Progress (unknown study),Lake,OR,West,,,BPA,,ERIS,Generation,Solar,,,Solar,Solar,20.0,,,20.0,,20.0,Submitted components; hybrid-storage imputation excluded,2017.0,2019.0
G0585,active,2018-03-19 00:00:00,2021-07-01 00:00:00,,In Progress (unknown study),Klickitat,WA,West,,,BPA,,NRIS/ERIS,Generation,Wind,,,Wind,Wind,313.0,,,313.0,,313.0,Submitted components; hybrid-storage imputation excluded,2018.0,2021.0
G0586,active,2018-04-06 00:00:00,2022-06-15 00:00:00,,Facility Study,Klickitat,WA,West,,,BPA,,NRIS/ERIS,Generation,Solar,,,Solar,Solar,100.0,,,100.0,,100.0,Submitted components; hybrid-storage imputation excluded,2018.0,2022.0
G0589,active,2018-05-25 00:00:00,2023-12-31 00:00:00,,Facility Study,Klickitat,WA,West,,,BPA,,NRIS/ERIS,Generation,Solar,,,Solar,Solar,381.0,,,381.0,,381.0,Submitted components; hybrid-storage imputation excluded,2018.0,2023.0
G0602,active,2018-10-17 00:00:00,2022-12-31 00:00:00,,Facility Study,Grant,WA,West,,,BPA,,NRIS/ERIS,Generation,Solar,,,Solar,Solar,170.0,,,170.0,,170.0,Submitted components; hybrid-storage imputation excluded,2018.0,2022.0
G0608,active,2018-12-07 00:00:00,2027-12-31 00:00:00,,In Progress (unknown study),Klickitat,WA,West,,,BPA,,NRIS/ERIS,Generation,Battery,,,Battery,Battery storage,1200.0,,,,1200.0,1200.0,Submitted components; hybrid-storage imputation excluded,2018.0,2027.0
G0609,active,2018-12-21 00:00:00,2021-12-31 00:00:00,,Facility Study,Multnomah,OR,West,,,BPA,,NRIS/ERIS,Generation,Battery,,,Battery,Battery storage,400.0,,,,400.0,400.0,Submitted components; hybrid-storage imputation excluded,2018.0,2021.0
G0619,active,2019-04-10 00:00:00,2023-12-31 00:00:00,,In Progress (unknown study),Wasco,OR,West,,,BPA,,NRIS/ERIS,Generation,Wind,,,Wind,Wind,500.0,,,500.0,,500.0,Submitted components; hybrid-storage imputation excluded,2019.0,2023.0
G0620,active,2019-04-11 00:00:00,2019-10-31 00:00:00,,In Progress (unknown study),Umatilla,OR,West,,,BPA,,ERIS,Generation,Gas,,,Gas,Natural gas,27.0,,,27.0,,27.0,Submitted components; hybrid-storage imputation excluded,2019.0,2019.0
G0625,active,2019-06-05 00:00:00,2020-12-31 00:00:00,,In Progress (unknown study),Morrow,OR,West,,,BPA,,NRIS/ERIS,Generation,Solar,,,Solar,Solar,191.0,,,191.0,,191.0,Submitted components; hybrid-storage imputation excluded,2019.0,2020.0
G0626,active,2019-06-27 00:00:00,2022-12-31 00:00:00,,Facility Study,Grant,WA,West,,,BPA,,NRIS/ERIS,Generation,Solar,,,Solar,Solar,90.0,,,90.0,,90.0,Submitted components; hybrid-storage imputation excluded,2019.0,2022.0
G0635,active,2020-01-07 00:00:00,2021-10-01 00:00:00,,Facility Study,Benton,WA,West,,,BPA,,NRIS/ERIS,Generation,Wind,,,Wind,Wind,100.0,,,100.0,,100.0,Submitted components; hybrid-storage imputation excluded,2020.0,2021.0
G0637,active,2020-01-28 00:00:00,2022-12-31 00:00:00,,Facility Study,Klickitat,WA,West,,,BPA,,NRIS/ERIS,Generation,Battery,,,Battery,Battery storage,190.0,,,,190.0,190.0,Submitted components; hybrid-storage imputation excluded,2020.0,2022.0
G0640,active,2020-02-10 00:00:00,2025-12-31 00:00:00,,In Progress (unknown study),Klamath,OR,West,,,BPA,,NRIS/ERIS,Generation,Wind,,,Wind,Wind,239.0,,,239.0,,239.0,Submitted components; hybrid-storage imputation excluded,2020.0,2025.0
G0642,active,2020-02-24 00:00:00,2025-06-01 00:00:00,,In Progress (unknown study),Crook,OR,West,,,BPA,,NRIS/ERIS,Generation,Battery,,,Battery,Battery storage,600.0,,,,600.0,600.0,Submitted components; hybrid-storage imputation excluded,2020.0,2025.0
G0643,active,2020-02-24 00:00:00,2024-06-01 00:00:00,,In Progress (unknown study),Crook,OR,West,,,BPA,,NRIS/ERIS,Generation,Battery,,,Battery,Battery storage,600.0,,,,600.0,600.0,Submitted components; hybrid-storage imputation excluded,2020.0,2024.0
G0645,active,2020-03-23 00:00:00,2026-01-31 00:00:00,,Facility Study,Klickitat,WA,West,,,BPA,,NRIS/ERIS,Generation,Solar,,,Solar,Solar,200.0,,,200.0,,200.0,Submitted components; hybrid-storage imputation excluded,2020.0,2026.0
G0651,active,2020-07-08 00:00:00,2023-09-30 00:00:00,,In Progress (unknown study),Lake,OR,West,,,BPA,,NRIS/ERIS,Generation,Solar,,,Solar,Solar,400.0,,,400.0,,400.0,Submitted components; hybrid-storage imputation excluded,2020.0,2023.0
G0654,active,2020-08-31 00:00:00,2027-01-01 00:00:00,,In Progress (unknown study),Lake,OR,West,,,BPA,,NRIS/ERIS,Generation,Solar,,,Solar,Solar,170.0,,,170.0,,170.0,Submitted components; hybrid-storage imputation excluded,2020.0,2027.0
G0655,active,2020-08-31 00:00:00,2027-01-01 00:00:00,,In Progress (unknown study),Lake,OR,West,,,BPA,,NRIS/ERIS,Generation,Solar,,,Solar,Solar,200.0,,,200.0,,200.0,Submitted components; hybrid-storage imputation excluded,2020.0,2027.0
G0656,active,2020-09-16 00:00:00,2023-11-30 00:00:00,,In Progress (unknown study),Grant,WA,West,,,BPA,,NRIS/ERIS,Generation,Battery,,,Battery,Battery storage,500.0,,,,500.0,500.0,Submitted components; hybrid-storage imputation excluded,2020.0,2023.0
G0669,active,2021-02-18 00:00:00,2027-04-01 00:00:00,,In Progress (unknown study),Crook,OR,West,,,BPA,,NRIS/ERIS,Generation,Solar,,,Solar,Solar,600.0,,,600.0,,600.0,Submitted components; hybrid-storage imputation excluded,2021.0,2027.0
G0671,active,2021-02-25 00:00:00,2025-12-01 00:00:00,,In Progress (unknown study),Walla Walla,WA,West,,,BPA,,NRIS/ERIS,Generation,Wind,,,Wind,Wind,200.0,,,200.0,,200.0,Submitted components; hybrid-storage imputation excluded,2021.0,2025.0
G0673,active,2021-03-09 00:00:00,2028-04-03 00:00:00,,In Progress (unknown study),Crook,OR,West,,,BPA,,NRIS/ERIS,Generation,Solar,,,Solar,Solar,600.0,,,600.0,,600.0,Submitted components; hybrid-storage imputation excluded,2021.0,2028.0
G0678,active,2021-06-17 00:00:00,2024-12-31 00:00:00,,In Progress (unknown study),Morrow,OR,West,,,BPA,,NRIS/ERIS,Generation,Solar,,,Solar,Solar,1200.0,,,1200.0,,1200.0,Submitted components; hybrid-storage imputation excluded,2021.0,2024.0
G0683,active,2021-07-19 00:00:00,2026-12-31 00:00:00,,In Progress (unknown study),Benton,WA,West,,,BPA,,NRIS,Generation,Wind,,,Wind,Wind,233.0,,,233.0,,233.0,Submitted components; hybrid-storage imputation excluded,2021.0,2026.0
G0686,active,2021-08-13 00:00:00,2028-07-03 00:00:00,,In Progress (unknown study),Benton,WA,West,,,BPA,,NRIS/ERIS,Generation,Solar,,,Solar,Solar,127.5,,,127.5,,127.5,Submitted components; hybrid-storage imputation excluded,2021.0,2028.0
G0687,active,2021-08-25 00:00:00,2024-12-31 00:00:00,,In Progress (unknown study),Sherman,OR,West,,,BPA,,NRIS/ERIS,Generation,Solar,,,Solar,Solar,900.0,,,900.0,,900.0,Submitted components; hybrid-storage imputation excluded,2021.0,2024.0
G0689,active,2021-09-07 00:00:00,2023-12-31 00:00:00,,In Progress (unknown study),Franklin,WA,West,,,BPA,,NRIS/ERIS,Generation,Solar,,,Solar,Solar,13.3,,,13.3,,13.3,Submitted components; hybrid-storage imputation excluded,2021.0,2023.0
G0706,active,2021-10-20 00:00:00,2024-12-31 00:00:00,,In Progress (unknown study),Morrow,OR,West,,,BPA,,ERIS,Generation,Solar,,,Solar,Solar,100.0,,,100.0,,100.0,Submitted components; hybrid-storage imputation excluded,2021.0,2024.0
G0707,active,2021-10-26 00:00:00,2023-12-01 00:00:00,,Facility Study,Morrow,OR,West,,,BPA,,NRIS/ERIS,Generation,Battery,,,Battery,Battery storage,60.0,,,,60.0,60.0,Submitted components; hybrid-storage imputation excluded,2021.0,2023.0
G0708,active,2021-10-26 00:00:00,2023-12-01 00:00:00,,In Progress (unknown study),Morrow,OR,West,,,BPA,,NRIS/ERIS,Generation,Battery,,,Battery,Battery storage,60.0,,,,60.0,60.0,Submitted components; hybrid-storage imputation excluded,2021.0,2023.0
G0709,active,2021-10-26 00:00:00,2023-12-01 00:00:00,,In Progress (unknown study),Gilliam,OR,West,,,BPA,,NRIS/ERIS,Generation,Battery,,,Battery,Battery storage,41.0,,,,41.0,41.0,Submitted components; hybrid-storage imputation excluded,2021.0,2023.0
G0710,active,2021-11-02 00:00:00,2022-09-01 00:00:00,,In Progress (unknown study),Flathead,MT,West,,,BPA,,ERIS,Generation,Other,,,Other,Other,1.6,,,1.6,,1.6,Submitted components; hybrid-storage imputation excluded,2021.0,2022.0
G0711,active,2021-11-23 00:00:00,2025-12-31 00:00:00,,In Progress (unknown study),Sherman,OR,West,,,BPA,,NRIS/ERIS,Generation,Solar,,,Solar,Solar,300.0,,,300.0,,300.0,Submitted components; hybrid-storage imputation excluded,2021.0,2025.0
G0712,active,2021-11-23 00:00:00,2025-12-31 00:00:00,,In Progress (unknown study),Sherman,OR,West,,,BPA,,NRIS/ERIS,Generation,Solar,,,Solar,Solar,448.0,,,448.0,,448.0,Submitted components; hybrid-storage imputation excluded,2021.0,2025.0
G0713,active,2021-11-29 00:00:00,2026-12-31 00:00:00,,In Progress (unknown study),Morrow,OR,West,,,BPA,,ERIS,Generation,Solar,,,Solar,Solar,100.0,,,100.0,,100.0,Submitted components; hybrid-storage imputation excluded,2021.0,2026.0
G0717,active,2021-12-07 00:00:00,2024-09-01 00:00:00,,Facility Study,Klickitat,WA,West,,,BPA,,NRIS/ERIS,Generation,Battery,,,Battery,Battery storage,75.0,,,,75.0,75.0,Submitted components; hybrid-storage imputation excluded,2021.0,2024.0
G0721,active,2021-12-22 00:00:00,2024-11-15 00:00:00,,Facility Study,Benton,WA,West,,,BPA,,ERIS,Generation,Wind,,,Wind,Wind,13.6,,,13.6,,13.6,Submitted components; hybrid-storage imputation excluded,2021.0,2024.0
G0722,active,2022-01-24 00:00:00,2024-06-30 00:00:00,,In Progress (unknown study),Harney,OR,West,,,BPA,,ERIS,Generation,Solar,,,Solar,Solar,15.0,,,15.0,,15.0,Submitted components; hybrid-storage imputation excluded,2022.0,2024.0
G0724,active,2022-01-26 00:00:00,2026-12-10 00:00:00,,In Progress (unknown study),Curry,OR,West,,,BPA,,NRIS/ERIS,Generation,Battery,,,Battery,Battery storage,280.0,,,,280.0,280.0,Submitted components; hybrid-storage imputation excluded,2022.0,2026.0
G0733,active,2022-03-15 00:00:00,2025-10-31 00:00:00,,In Progress (unknown study),Benton,WA,West,,,BPA,,ERIS,Generation,Battery,,,Battery,Battery storage,30.0,,,,30.0,30.0,Submitted components; hybrid-storage imputation excluded,2022.0,2025.0
G0734,active,2022-03-15 00:00:00,2024-11-15 00:00:00,,In Progress (unknown study),Benton,WA,West,,,BPA,,ERIS,Generation,Battery,,,Battery,Battery storage,20.0,,,,20.0,20.0,Submitted components; hybrid-storage imputation excluded,2022.0,2024.0
G0761,active,2022-06-23 00:00:00,2026-06-30 00:00:00,,In Progress (unknown study),Grant,WA,West,,,BPA,,NRIS/ERIS,Generation,Wind,,,Wind,Wind,290.0,,,290.0,,290.0,Submitted components; hybrid-storage imputation excluded,2022.0,2026.0
G0765,active,2022-07-15 00:00:00,2024-07-01 00:00:00,,In Progress (unknown study),Umatilla,OR,West,,,BPA,,ERIS,Generation,Gas,,,Gas,Natural gas,13.0,,,13.0,,13.0,Submitted components; hybrid-storage imputation excluded,2022.0,2024.0
G0774,active,2022-08-18 00:00:00,2028-12-31 00:00:00,,In Progress (unknown study),Wasco,OR,West,,,BPA,,NRIS/ERIS,Generation,Battery,,,Battery,Battery storage,650.0,,,,650.0,650.0,Submitted components; hybrid-storage imputation excluded,2022.0,2028.0
G0778,active,2022-08-18 00:00:00,2027-12-31 00:00:00,,In Progress (unknown study),Umatilla,OR,West,,,BPA,,NRIS/ERIS,Generation,Battery,,,Battery,Battery storage,650.0,,,,650.0,650.0,Submitted components; hybrid-storage imputation excluded,2022.0,2027.0
G0792,active,2022-08-18 00:00:00,2029-01-02 00:00:00,,In Progress (unknown study),Sherman,OR,West,,,BPA,,NRIS/ERIS,Generation,Battery,,,Battery,Battery storage,650.0,,,,650.0,650.0,Submitted components; hybrid-storage imputation excluded,2022.0,2029.0
G0796,active,2022-08-18 00:00:00,2029-01-02 00:00:00,,In Progress (unknown study),Sherman,OR,West,,,BPA,,NRIS/ERIS,Generation,Battery,,,Battery,Battery storage,650.0,,,,650.0,650.0,Submitted components; hybrid-storage imputation excluded,2022.0,2029.0
G0801,active,2022-09-16 00:00:00,2028-12-08 00:00:00,,In Progress (unknown study),Douglas,OR,West,,,BPA,,NRIS/ERIS,Generation,Battery,,,Battery,Battery storage,200.0,,,,200.0,200.0,Submitted components; hybrid-storage imputation excluded,2022.0,2028.0
G0803,active,2022-09-16 00:00:00,2028-12-08 00:00:00,,In Progress (unknown study),Lane,OR,West,,,BPA,,NRIS/ERIS,Generation,Battery,,,Battery,Battery storage,200.0,,,,200.0,200.0,Submitted components; hybrid-storage imputation excluded,2022.0,2028.0
G0806,active,2022-09-16 00:00:00,2028-12-08 00:00:00,,In Progress (unknown study),Douglas,OR,West,,,BPA,,NRIS/ERIS,Generation,Other,,,Other,Other,600.0,,,600.0,,600.0,Submitted components; hybrid-storage imputation excluded,2022.0,2028.0
G0807,active,2022-09-16 00:00:00,2030-12-10 00:00:00,,In Progress (unknown study),Douglas,OR,West,,,BPA,,NRIS/ERIS,Generation,Other Storage,,,Other Storage,Battery storage,600.0,,,,600.0,600.0,Submitted components; hybrid-storage imputation excluded,2022.0,2030.0
G0808,active,2022-09-16 00:00:00,2030-12-10 00:00:00,,In Progress (unknown study),Douglas,OR,West,,,BPA,,NRIS/ERIS,Generation,Battery,,,Battery,Battery storage,600.0,,,,600.0,600.0,Submitted components; hybrid-storage imputation excluded,2022.0,2030.0
G0811,active,2022-09-16 00:00:00,2030-12-10 00:00:00,,In Progress (unknown study),Lane,OR,West,,,BPA,,NRIS/ERIS,Generation,Other,,,Other,Other,600.0,,,600.0,,600.0,Submitted components; hybrid-storage imputation excluded,2022.0,2030.0
G0812,active,2022-09-16 00:00:00,2030-12-10 00:00:00,,In Progress (unknown study),Lane,OR,West,,,BPA,,NRIS/ERIS,Generation,Battery,,,Battery,Battery storage,600.0,,,,600.0,600.0,Submitted components; hybrid-storage imputation excluded,2022.0,2030.0
G0819,active,2022-11-02 00:00:00,2027-12-01 00:00:00,,In Progress (unknown study),Douglas,WA,West,,,BPA,,NRIS/ERIS,Generation,Wind,,,Wind,Wind,200.0,,,200.0,,200.0,Submitted components; hybrid-storage imputation excluded,2022.0,2027.0
G0827,active,2022-12-02 00:00:00,2024-12-16 00:00:00,,In Progress (unknown study),Sherman,OR,West,,,BPA,,NRIS/ERIS,Generation,Wind,,,Wind,Wind,25.0,,,25.0,,25.0,Submitted components; hybrid-storage imputation excluded,2022.0,2024.0
G0828,active,2022-12-08 00:00:00,2026-12-31 00:00:00,,In Progress (unknown study),Grant,WA,West,,,BPA,,NRIS/ERIS,Generation,Battery,,,Battery,Battery storage,100.0,,,,100.0,100.0,Submitted components; hybrid-storage imputation excluded,2022.0,2026.0
G0829,active,2022-12-09 00:00:00,2026-12-31 00:00:00,,In Progress (unknown study),Douglas,WA,West,,,BPA,,ERIS,Generation,Battery,,,Battery,Battery storage,20.0,,,,20.0,20.0,Submitted components; hybrid-storage imputation excluded,2022.0,2026.0
G0830,active,2022-12-14 00:00:00,2026-12-31 00:00:00,,In Progress (unknown study),Thurston,WA,West,,,BPA,,ERIS,Generation,Battery,,,Battery,Battery storage,20.0,,,,20.0,20.0,Submitted components; hybrid-storage imputation excluded,2022.0,2026.0
G0832,active,2022-12-22 00:00:00,2025-10-31 00:00:00,,In Progress (unknown study),Snohomish,WA,West,,,BPA,,ERIS,Generation,Battery,,,Battery,Battery storage,25.0,,,,25.0,25.0,Submitted components; hybrid-storage imputation excluded,2022.0,2025.0
G0847,active,2023-02-24 00:00:00,2024-12-30 00:00:00,,In Progress (unknown study),Columbia,WA,West,,,BPA,,ERIS,Generation,Solar,,,Solar,Solar,150.0,,,150.0,,150.0,Submitted components; hybrid-storage imputation excluded,2023.0,2024.0
G0858,active,2023-04-14 00:00:00,2026-12-31 00:00:00,,In Progress (unknown study),Douglas,WA,West,,,BPA,,NRIS/ERIS,Generation,Battery,,,Battery,Battery storage,130.0,,,,130.0,130.0,Submitted components; hybrid-storage imputation excluded,2023.0,2026.0
G0861,active,2023-04-25 00:00:00,2027-12-31 00:00:00,,In Progress (unknown study),Deschutes,OR,West,,,BPA,,NRIS/ERIS,Generation,Wind,,,Wind,Wind,500.0,,,500.0,,500.0,Submitted components; hybrid-storage imputation excluded,2023.0,2027.0
G0862,active,2023-05-11 00:00:00,2027-05-03 00:00:00,,In Progress (unknown study),Sherman,OR,West,,,BPA,,NRIS/ERIS,Generation,Battery,,,Battery,Battery storage,400.0,,,,400.0,400.0,Submitted components; hybrid-storage imputation excluded,2023.0,2027.0
G0863,active,2023-05-11 00:00:00,2027-05-03 00:00:00,,In Progress (unknown study),Sherman,OR,West,,,BPA,,NRIS/ERIS,Generation,Battery,,,Battery,Battery storage,500.0,,,,500.0,500.0,Submitted components; hybrid-storage imputation excluded,2023.0,2027.0
G0866,active,2023-06-02 00:00:00,2027-09-01 00:00:00,,In Progress (unknown study),Sherman,OR,West,,,BPA,,NRIS/ERIS,Generation,Solar,,,Solar,Solar,300.0,,,300.0,,300.0,Submitted components; hybrid-storage imputation excluded,2023.0,2027.0
G0867,active,2023-06-02 00:00:00,2027-12-01 00:00:00,,In Progress (unknown study),Sherman,OR,West,,,BPA,,NRIS/ERIS,Generation,Wind,,,Wind,Wind,100.0,,,100.0,,100.0,Submitted components; hybrid-storage imputation excluded,2023.0,2027.0
G0870,active,2023-06-30 00:00:00,2028-12-01 00:00:00,,In Progress (unknown study),Lake,OR,West,,,BPA,,NRIS/ERIS,Generation,Wind,,,Wind,Wind,500.0,,,500.0,,500.0,Submitted components; hybrid-storage imputation excluded,2023.0,2028.0
G0871,active,2023-06-30 00:00:00,2028-12-01 00:00:00,,In Progress (unknown study),Lake,OR,West,,,BPA,,NRIS/ERIS,Generation,Wind,,,Wind,Wind,500.0,,,500.0,,500.0,Submitted components; hybrid-storage imputation excluded,2023.0,2028.0
G0872,active,2023-06-30 00:00:00,2028-12-01 00:00:00,,In Progress (unknown study),Garfield,WA,West,,,BPA,,NRIS/ERIS,Generation,Wind,,,Wind,Wind,300.0,,,300.0,,300.0,Submitted components; hybrid-storage imputation excluded,2023.0,2028.0
G0877,active,2023-06-30 00:00:00,2029-12-03 00:00:00,,In Progress (unknown study),Lane,OR,West,,,BPA,,NRIS/ERIS,Generation,Other,,,Other,Other,80.0,,,80.0,,80.0,Submitted components; hybrid-storage imputation excluded,2023.0,2029.0
